status_id,resident_id,status,updated_at
46,46,Active,"2025-05-02 22:32:13"
47,47,Active,"2025-05-02 22:32:13"
48,48,"Moved Out","2025-05-02 22:32:13"
49,49,"Moved Out","2025-05-02 22:32:13"
50,50,Transferred,"2025-05-02 22:32:13"
51,51,Deceased,"2025-05-02 22:32:13"
52,52,Active,"2025-05-02 22:32:13"
53,53,Deceased,"2025-05-02 22:32:13"
54,54,Transferred,"2025-05-02 22:32:13"
55,55,Transferred,"2025-05-02 22:32:13"
56,56,Deceased,"2025-05-02 22:32:13"
57,57,Deceased,"2025-05-02 22:32:13"
58,58,"Moved Out","2025-05-02 22:32:13"
59,59,Deceased,"2025-05-02 22:32:13"
60,60,"Moved Out","2025-05-02 22:32:13"
61,61,Deceased,"2025-05-02 22:32:13"
62,62,"Moved Out","2025-05-02 22:32:13"
63,63,Deceased,"2025-05-02 22:32:13"
64,64,Transferred,"2025-05-02 22:32:13"
65,65,Transferred,"2025-05-02 22:32:13"
66,66,Deceased,"2025-05-02 22:32:13"
67,67,Deceased,"2025-05-02 22:32:13"
68,68,Active,"2025-05-02 22:32:13"
69,69,"Moved Out","2025-05-02 22:32:13"
70,70,Deceased,"2025-05-02 22:32:13"
71,71,Active,"2025-05-02 22:32:13"
72,72,Deceased,"2025-05-02 22:32:13"
73,73,"Moved Out","2025-05-02 22:32:13"
74,74,Deceased,"2025-05-02 22:32:13"
75,75,Deceased,"2025-05-02 22:32:13"
76,76,Active,"2025-05-02 22:32:13"
77,77,Active,"2025-05-02 22:32:13"
78,78,Deceased,"2025-05-02 22:32:13"
79,79,Active,"2025-05-02 22:32:13"
80,80,Active,"2025-05-02 22:32:13"
81,81,Transferred,"2025-05-02 22:32:13"
82,82,"Moved Out","2025-05-02 22:32:13"
83,83,Active,"2025-05-02 22:32:13"
84,84,Transferred,"2025-05-02 22:32:13"
85,85,Active,"2025-05-02 22:32:13"
86,86,Transferred,"2025-05-02 22:32:13"
87,87,Deceased,"2025-05-02 22:32:13"
88,88,Active,"2025-05-02 22:32:13"
89,89,"Moved Out","2025-05-02 22:32:13"
90,90,Active,"2025-05-02 22:32:13"
91,91,Transferred,"2025-05-02 22:32:13"
92,92,Transferred,"2025-05-02 22:32:13"
93,93,Deceased,"2025-05-02 22:32:13"
94,94,Active,"2025-05-02 22:32:13"
95,95,"Moved Out","2025-05-02 22:32:13"
96,96,Active,"2025-05-02 22:32:13"
97,97,Deceased,"2025-05-02 22:32:13"
98,98,Deceased,"2025-05-02 22:32:13"
99,99,Active,"2025-05-02 22:32:13"
100,100,Deceased,"2025-05-02 22:32:13"
101,101,Deceased,"2025-05-02 22:32:13"
102,102,Active,"2025-05-02 22:32:13"
103,103,Deceased,"2025-05-02 22:32:13"
104,104,"Moved Out","2025-05-02 22:32:13"
105,105,"Moved Out","2025-05-02 22:32:13"
106,106,Deceased,"2025-05-02 22:32:13"
107,107,Deceased,"2025-05-02 22:32:13"
108,108,Active,"2025-05-02 22:32:13"
109,109,"Moved Out","2025-05-02 22:32:13"
110,110,Active,"2025-05-02 22:32:13"
111,111,Transferred,"2025-05-02 22:32:13"
112,112,"Moved Out","2025-05-02 22:32:13"
113,113,Transferred,"2025-05-02 22:32:13"
114,114,"Moved Out","2025-05-02 22:32:13"
115,115,Transferred,"2025-05-02 22:32:13"
116,116,"Moved Out","2025-05-02 22:32:13"
117,117,"Moved Out","2025-05-02 22:32:13"
118,118,Active,"2025-05-02 22:32:13"
119,119,Transferred,"2025-05-02 22:32:13"
120,120,Deceased,"2025-05-02 22:32:13"
121,121,Transferred,"2025-05-02 22:32:13"
122,122,Transferred,"2025-05-02 22:32:13"
123,123,"Moved Out","2025-05-02 22:32:13"
124,124,"Moved Out","2025-05-02 22:32:13"
125,125,"Moved Out","2025-05-02 22:32:13"
126,126,Active,"2025-05-02 22:32:13"
127,127,"Moved Out","2025-05-02 22:32:13"
128,128,Active,"2025-05-02 22:32:14"
129,129,Active,"2025-05-02 22:32:14"
130,130,"Moved Out","2025-05-02 22:32:14"
131,131,"Moved Out","2025-05-02 22:32:14"
132,132,Transferred,"2025-05-02 22:32:14"
133,133,Transferred,"2025-05-02 22:32:14"
134,134,Transferred,"2025-05-02 22:32:14"
135,135,Active,"2025-05-02 22:32:14"
136,136,Active,"2025-05-02 22:32:14"
137,137,"Moved Out","2025-05-02 22:32:14"
138,138,Active,"2025-05-02 22:32:14"
139,139,Deceased,"2025-05-02 22:32:14"
140,140,Deceased,"2025-05-02 22:32:14"
141,141,"Moved Out","2025-05-02 22:32:14"
142,142,"Moved Out","2025-05-02 22:32:14"
143,143,"Moved Out","2025-05-02 22:32:14"
144,144,Transferred,"2025-05-02 22:32:14"
145,145,Deceased,"2025-05-02 22:32:14"
146,146,Transferred,"2025-05-02 22:32:14"
147,147,"Moved Out","2025-05-02 22:32:14"
148,148,Deceased,"2025-05-02 22:32:14"
149,149,Active,"2025-05-02 22:32:14"
150,150,Active,"2025-05-02 22:32:14"
151,151,Transferred,"2025-05-02 22:32:14"
152,152,"Moved Out","2025-05-02 22:32:14"
153,153,Deceased,"2025-05-02 22:32:14"
154,154,Transferred,"2025-05-02 22:32:14"
155,155,Deceased,"2025-05-02 22:32:14"
156,156,"Moved Out","2025-05-02 22:32:14"
157,157,Active,"2025-05-02 22:32:14"
158,158,Deceased,"2025-05-02 22:32:14"
159,159,Transferred,"2025-05-02 22:32:14"
160,160,"Moved Out","2025-05-02 22:32:14"
161,161,Transferred,"2025-05-02 22:32:14"
162,162,Transferred,"2025-05-02 22:32:14"
163,163,Transferred,"2025-05-02 22:32:14"
164,164,"Moved Out","2025-05-02 22:32:14"
165,165,Transferred,"2025-05-02 22:32:14"
166,166,Transferred,"2025-05-02 22:32:14"
167,167,Transferred,"2025-05-02 22:32:14"
168,168,Deceased,"2025-05-02 22:32:14"
169,169,Deceased,"2025-05-02 22:32:14"
170,170,Deceased,"2025-05-02 22:32:14"
171,171,Deceased,"2025-05-02 22:32:14"
172,172,Active,"2025-05-02 22:32:14"
173,173,Transferred,"2025-05-02 22:32:14"
174,174,Deceased,"2025-05-02 22:32:14"
175,175,Deceased,"2025-05-02 22:32:14"
176,176,Transferred,"2025-05-02 22:32:14"
177,177,Transferred,"2025-05-02 22:32:14"
178,178,Deceased,"2025-05-02 22:32:14"
179,179,Deceased,"2025-05-02 22:32:14"
180,180,"Moved Out","2025-05-02 22:32:14"
181,181,Transferred,"2025-05-02 22:32:14"
182,182,Deceased,"2025-05-02 22:32:14"
183,183,Transferred,"2025-05-02 22:32:14"
184,184,"Moved Out","2025-05-02 22:32:14"
185,185,Transferred,"2025-05-02 22:32:14"
186,186,Transferred,"2025-05-02 22:32:14"
187,187,Transferred,"2025-05-02 22:32:14"
188,188,Deceased,"2025-05-02 22:32:14"
189,189,Active,"2025-05-02 22:32:14"
190,190,Deceased,"2025-05-02 22:32:14"
191,191,Active,"2025-05-02 22:32:14"
192,192,Transferred,"2025-05-02 22:32:14"
193,193,Deceased,"2025-05-02 22:32:14"
194,194,"Moved Out","2025-05-02 22:32:14"
195,195,Transferred,"2025-05-02 22:32:14"
196,196,Transferred,"2025-05-02 22:32:14"
197,197,Deceased,"2025-05-02 22:32:14"
198,198,"Moved Out","2025-05-02 22:32:14"
199,199,Active,"2025-05-02 22:32:14"
200,200,Deceased,"2025-05-02 22:32:14"
201,201,Active,"2025-05-02 22:32:14"
202,202,Deceased,"2025-05-02 22:32:14"
203,203,Deceased,"2025-05-02 22:32:14"
204,204,Deceased,"2025-05-02 22:32:15"
205,205,Deceased,"2025-05-02 22:32:15"
206,206,Transferred,"2025-05-02 22:32:15"
207,207,Deceased,"2025-05-02 22:32:15"
208,208,Deceased,"2025-05-02 22:32:15"
209,209,Transferred,"2025-05-02 22:32:15"
210,210,Transferred,"2025-05-02 22:32:15"
211,211,"Moved Out","2025-05-02 22:32:15"
212,212,Transferred,"2025-05-02 22:32:15"
213,213,"Moved Out","2025-05-02 22:32:15"
214,214,Deceased,"2025-05-02 22:32:15"
215,215,Active,"2025-05-02 22:32:15"
216,216,Active,"2025-05-02 22:32:15"
217,217,"Moved Out","2025-05-02 22:32:15"
218,218,Deceased,"2025-05-02 22:32:15"
219,219,"Moved Out","2025-05-02 22:32:15"
220,220,Active,"2025-05-02 22:32:15"
221,221,Transferred,"2025-05-02 22:32:15"
222,222,"Moved Out","2025-05-02 22:32:15"
223,223,Deceased,"2025-05-02 22:32:15"
224,224,Transferred,"2025-05-02 22:32:15"
225,225,Active,"2025-05-02 22:32:15"
226,226,"Moved Out","2025-05-02 22:32:15"
227,227,Transferred,"2025-05-02 22:32:15"
228,228,Transferred,"2025-05-02 22:32:15"
229,229,Active,"2025-05-02 22:32:15"
230,230,Transferred,"2025-05-02 22:32:15"
231,231,Deceased,"2025-05-02 22:32:15"
232,232,Deceased,"2025-05-02 22:32:15"
233,233,Transferred,"2025-05-02 22:32:15"
234,234,Active,"2025-05-02 22:32:15"
235,235,Deceased,"2025-05-02 22:32:15"
236,236,Active,"2025-05-02 22:32:15"
237,237,"Moved Out","2025-05-02 22:32:15"
238,238,Transferred,"2025-05-02 22:32:15"
239,239,"Moved Out","2025-05-02 22:32:15"
240,240,Deceased,"2025-05-02 22:32:15"
241,241,Deceased,"2025-05-02 22:32:15"
242,242,Deceased,"2025-05-02 22:32:15"
243,243,Deceased,"2025-05-02 22:32:15"
244,244,Transferred,"2025-05-02 22:32:15"
245,245,Transferred,"2025-05-02 22:32:15"
246,246,Active,"2025-05-02 22:32:15"
247,247,Deceased,"2025-05-02 22:32:15"
248,248,Transferred,"2025-05-02 22:32:15"
249,249,Active,"2025-05-02 22:32:15"
250,250,Deceased,"2025-05-02 22:32:15"
251,251,Active,"2025-05-02 22:32:15"
252,252,Transferred,"2025-05-02 22:32:15"
253,253,Deceased,"2025-05-02 22:32:15"
254,254,Active,"2025-05-02 22:32:15"
255,255,Deceased,"2025-05-02 22:32:15"
256,256,"Moved Out","2025-05-02 22:32:15"
257,257,Transferred,"2025-05-02 22:32:15"
258,258,"Moved Out","2025-05-02 22:32:15"
259,259,Active,"2025-05-02 22:32:15"
260,260,Active,"2025-05-02 22:32:15"
261,261,Transferred,"2025-05-02 22:32:15"
262,262,Transferred,"2025-05-02 22:32:15"
263,263,Transferred,"2025-05-02 22:32:15"
264,264,Active,"2025-05-02 22:32:15"
265,265,Transferred,"2025-05-02 22:32:15"
266,266,Active,"2025-05-02 22:32:15"
267,267,Active,"2025-05-02 22:32:15"
268,268,Transferred,"2025-05-02 22:32:15"
269,269,Deceased,"2025-05-02 22:32:15"
270,270,Transferred,"2025-05-02 22:32:15"
271,271,Active,"2025-05-02 22:32:15"
272,272,Deceased,"2025-05-02 22:32:15"
273,273,Transferred,"2025-05-02 22:32:15"
274,274,Transferred,"2025-05-02 22:32:15"
275,275,Transferred,"2025-05-02 22:32:15"
276,276,Active,"2025-05-02 22:32:15"
277,277,Deceased,"2025-05-02 22:32:15"
278,278,Active,"2025-05-02 22:32:15"
279,279,Deceased,"2025-05-02 22:32:15"
280,280,Active,"2025-05-02 22:32:16"
281,281,Transferred,"2025-05-02 22:32:16"
282,282,Active,"2025-05-02 22:32:16"
283,283,Active,"2025-05-02 22:32:16"
284,284,"Moved Out","2025-05-02 22:32:16"
285,285,"Moved Out","2025-05-02 22:32:16"
286,286,Active,"2025-05-02 22:32:16"
287,287,Transferred,"2025-05-02 22:32:16"
288,288,Active,"2025-05-02 22:32:16"
289,289,Transferred,"2025-05-02 22:32:16"
290,290,Transferred,"2025-05-02 22:32:16"
291,291,Deceased,"2025-05-02 22:32:16"
292,292,Active,"2025-05-02 22:32:16"
293,293,Active,"2025-05-02 22:32:16"
294,294,"Moved Out","2025-05-02 22:32:16"
295,295,"Moved Out","2025-05-02 22:32:16"
296,296,Transferred,"2025-05-02 22:32:16"
297,297,Transferred,"2025-05-02 22:32:16"
298,298,Transferred,"2025-05-02 22:32:16"
299,299,"Moved Out","2025-05-02 22:32:16"
300,300,Deceased,"2025-05-02 22:32:16"
301,301,"Moved Out","2025-05-02 22:32:16"
302,302,Active,"2025-05-02 22:32:16"
303,303,"Moved Out","2025-05-02 22:32:16"
304,304,Deceased,"2025-05-02 22:32:16"
305,305,Transferred,"2025-05-02 22:32:16"
306,306,"Moved Out","2025-05-02 22:32:16"
307,307,Deceased,"2025-05-02 22:32:16"
308,308,"Moved Out","2025-05-02 22:32:16"
309,309,Transferred,"2025-05-02 22:32:16"
310,310,Deceased,"2025-05-02 22:32:16"
311,311,"Moved Out","2025-05-02 22:32:16"
312,312,"Moved Out","2025-05-02 22:32:16"
313,313,"Moved Out","2025-05-02 22:32:16"
314,314,Active,"2025-05-02 22:32:16"
315,315,Deceased,"2025-05-02 22:32:16"
316,316,"Moved Out","2025-05-02 22:32:16"
317,317,Deceased,"2025-05-02 22:32:16"
318,318,Active,"2025-05-02 22:32:16"
319,319,Deceased,"2025-05-02 22:32:16"
320,320,"Moved Out","2025-05-02 22:32:16"
321,321,Transferred,"2025-05-02 22:32:16"
322,322,Deceased,"2025-05-02 22:32:16"
323,323,Transferred,"2025-05-02 22:32:16"
324,324,Transferred,"2025-05-02 22:32:16"
325,325,Transferred,"2025-05-02 22:32:16"
326,326,Transferred,"2025-05-02 22:32:16"
327,327,Active,"2025-05-02 22:32:16"
328,328,Active,"2025-05-02 22:32:16"
329,329,"Moved Out","2025-05-02 22:32:16"
330,330,"Moved Out","2025-05-02 22:32:16"
331,331,Transferred,"2025-05-02 22:32:16"
332,332,Transferred,"2025-05-02 22:32:16"
333,333,Active,"2025-05-02 22:32:16"
334,334,Active,"2025-05-02 22:32:16"
335,335,Active,"2025-05-02 22:32:16"
336,336,Deceased,"2025-05-02 22:32:16"
337,337,Transferred,"2025-05-02 22:32:16"
338,338,"Moved Out","2025-05-02 22:32:16"
339,339,"Moved Out","2025-05-02 22:32:16"
340,340,"Moved Out","2025-05-02 22:32:16"
341,341,Transferred,"2025-05-02 22:32:16"
342,342,Transferred,"2025-05-02 22:32:16"
343,343,Active,"2025-05-02 22:32:16"
344,344,"Moved Out","2025-05-02 22:32:16"
345,345,Transferred,"2025-05-02 22:32:16"
346,346,Transferred,"2025-05-02 22:32:16"
347,347,Transferred,"2025-05-02 22:32:16"
348,348,Deceased,"2025-05-02 22:32:16"
349,349,Transferred,"2025-05-02 22:32:16"
350,350,"Moved Out","2025-05-02 22:32:16"
351,351,"Moved Out","2025-05-02 22:32:16"
352,352,"Moved Out","2025-05-02 22:32:16"
353,353,Deceased,"2025-05-02 22:32:16"
354,354,"Moved Out","2025-05-02 22:32:16"
355,355,"Moved Out","2025-05-02 22:32:16"
356,356,Deceased,"2025-05-02 22:32:17"
357,357,Transferred,"2025-05-02 22:32:17"
358,358,Deceased,"2025-05-02 22:32:17"
359,359,Active,"2025-05-02 22:32:17"
360,360,Active,"2025-05-02 22:32:17"
361,361,Transferred,"2025-05-02 22:32:17"
362,362,Deceased,"2025-05-02 22:32:17"
363,363,Active,"2025-05-02 22:32:17"
364,364,Active,"2025-05-02 22:32:17"
365,365,Active,"2025-05-02 22:32:17"
366,366,Transferred,"2025-05-02 22:32:17"
367,367,"Moved Out","2025-05-02 22:32:17"
368,368,Active,"2025-05-02 22:32:17"
369,369,Transferred,"2025-05-02 22:32:17"
370,370,Transferred,"2025-05-02 22:32:17"
371,371,Active,"2025-05-02 22:32:17"
372,372,Transferred,"2025-05-02 22:32:17"
373,373,"Moved Out","2025-05-02 22:32:17"
374,374,Transferred,"2025-05-02 22:32:17"
375,375,Active,"2025-05-02 22:32:17"
376,376,Transferred,"2025-05-02 22:32:17"
377,377,Transferred,"2025-05-02 22:32:17"
378,378,Deceased,"2025-05-02 22:32:17"
379,379,Deceased,"2025-05-02 22:32:17"
380,380,Transferred,"2025-05-02 22:32:17"
381,381,"Moved Out","2025-05-02 22:32:17"
382,382,Deceased,"2025-05-02 22:32:17"
383,383,"Moved Out","2025-05-02 22:32:17"
384,384,Deceased,"2025-05-02 22:32:17"
385,385,Active,"2025-05-02 22:32:17"
386,386,Active,"2025-05-02 22:32:17"
387,387,"Moved Out","2025-05-02 22:32:17"
388,388,Transferred,"2025-05-02 22:32:17"
389,389,"Moved Out","2025-05-02 22:32:17"
390,390,Active,"2025-05-02 22:32:17"
391,391,Active,"2025-05-02 22:32:17"
392,392,Deceased,"2025-05-02 22:32:17"
393,393,Active,"2025-05-02 22:32:17"
394,394,Active,"2025-05-02 22:32:17"
395,395,Deceased,"2025-05-02 22:32:17"
396,396,"Moved Out","2025-05-02 22:32:17"
397,397,"Moved Out","2025-05-02 22:32:17"
398,398,Deceased,"2025-05-02 22:32:17"
399,399,Active,"2025-05-02 22:32:17"
400,400,Transferred,"2025-05-02 22:32:17"
401,401,Deceased,"2025-05-02 22:32:17"
402,402,Deceased,"2025-05-02 22:32:17"
403,403,Active,"2025-05-02 22:32:17"
404,404,Active,"2025-05-02 22:32:17"
405,405,Active,"2025-05-02 22:32:17"
406,406,Active,"2025-05-02 22:32:17"
407,407,"Moved Out","2025-05-02 22:32:17"
408,408,Deceased,"2025-05-02 22:32:17"
409,409,Deceased,"2025-05-02 22:32:17"
410,410,Deceased,"2025-05-02 22:32:17"
411,411,Deceased,"2025-05-02 22:32:17"
412,412,"Moved Out","2025-05-02 22:32:17"
413,413,Transferred,"2025-05-02 22:32:17"
414,414,"Moved Out","2025-05-02 22:32:17"
415,415,Transferred,"2025-05-02 22:32:17"
416,416,Transferred,"2025-05-02 22:32:17"
417,417,Transferred,"2025-05-02 22:32:17"
418,418,"Moved Out","2025-05-02 22:32:17"
419,419,Deceased,"2025-05-02 22:32:17"
420,420,Transferred,"2025-05-02 22:32:17"
421,421,Deceased,"2025-05-02 22:32:17"
422,422,Deceased,"2025-05-02 22:32:17"
423,423,Active,"2025-05-02 22:32:17"
424,424,"Moved Out","2025-05-02 22:32:17"
425,425,Active,"2025-05-02 22:32:17"
426,426,"Moved Out","2025-05-02 22:32:17"
427,427,"Moved Out","2025-05-02 22:32:17"
428,428,"Moved Out","2025-05-02 22:32:18"
429,429,"Moved Out","2025-05-02 22:32:18"
430,430,Active,"2025-05-02 22:32:18"
431,431,"Moved Out","2025-05-02 22:32:18"
432,432,Active,"2025-05-02 22:32:18"
433,433,Active,"2025-05-02 22:32:18"
434,434,Active,"2025-05-02 22:32:18"
435,435,Transferred,"2025-05-02 22:32:18"
436,436,Transferred,"2025-05-02 22:32:18"
437,437,"Moved Out","2025-05-02 22:32:18"
438,438,Deceased,"2025-05-02 22:32:18"
439,439,Transferred,"2025-05-02 22:32:18"
440,440,Active,"2025-05-02 22:32:18"
441,441,Deceased,"2025-05-02 22:32:18"
442,442,Active,"2025-05-02 22:32:18"
443,443,Transferred,"2025-05-02 22:32:18"
444,444,Transferred,"2025-05-02 22:32:18"
445,445,Transferred,"2025-05-02 22:32:18"
446,446,Deceased,"2025-05-02 22:32:18"
447,447,"Moved Out","2025-05-02 22:32:18"
448,448,Active,"2025-05-02 22:32:18"
449,449,"Moved Out","2025-05-02 22:32:18"
450,450,Active,"2025-05-02 22:32:18"
451,451,Active,"2025-05-02 22:32:18"
452,452,Transferred,"2025-05-02 22:32:18"
453,453,Deceased,"2025-05-02 22:32:18"
454,454,"Moved Out","2025-05-02 22:32:18"
455,455,"Moved Out","2025-05-02 22:32:18"
456,456,Transferred,"2025-05-02 22:32:18"
457,457,Deceased,"2025-05-02 22:32:18"
458,458,Active,"2025-05-02 22:32:18"
459,459,Deceased,"2025-05-02 22:32:18"
460,460,Transferred,"2025-05-02 22:32:18"
461,461,"Moved Out","2025-05-02 22:32:18"
462,462,Transferred,"2025-05-02 22:32:18"
463,463,Active,"2025-05-02 22:32:18"
464,464,Active,"2025-05-02 22:32:18"
465,465,Deceased,"2025-05-02 22:32:18"
466,466,Deceased,"2025-05-02 22:32:18"
467,467,"Moved Out","2025-05-02 22:32:18"
468,468,Active,"2025-05-02 22:32:18"
469,469,Deceased,"2025-05-02 22:32:18"
470,470,Transferred,"2025-05-02 22:32:18"
471,471,Transferred,"2025-05-02 22:32:18"
472,472,Active,"2025-05-02 22:32:18"
473,473,Active,"2025-05-02 22:32:18"
474,474,Active,"2025-05-02 22:32:18"
475,475,Transferred,"2025-05-02 22:32:18"
476,476,Deceased,"2025-05-02 22:32:18"
477,477,"Moved Out","2025-05-02 22:32:18"
478,478,Active,"2025-05-02 22:32:18"
479,479,Active,"2025-05-02 22:32:18"
480,480,Deceased,"2025-05-02 22:32:18"
481,481,Transferred,"2025-05-02 22:32:18"
482,482,Active,"2025-05-02 22:32:18"
483,483,Deceased,"2025-05-02 22:32:18"
484,484,Active,"2025-05-02 22:32:18"
485,485,Deceased,"2025-05-02 22:32:18"
486,486,Active,"2025-05-02 22:32:18"
487,487,Transferred,"2025-05-02 22:32:18"
488,488,Active,"2025-05-02 22:32:18"
489,489,Deceased,"2025-05-02 22:32:18"
490,490,Transferred,"2025-05-02 22:32:18"
491,491,Active,"2025-05-02 22:32:18"
492,492,"Moved Out","2025-05-02 22:32:18"
493,493,"Moved Out","2025-05-02 22:32:18"
494,494,Deceased,"2025-05-02 22:32:18"
495,495,"Moved Out","2025-05-02 22:32:18"
496,496,Deceased,"2025-05-02 22:32:18"
497,497,Transferred,"2025-05-02 22:32:18"
498,498,Active,"2025-05-02 22:32:18"
499,499,Transferred,"2025-05-02 22:32:19"
500,500,Transferred,"2025-05-02 22:32:19"
501,501,Active,"2025-05-02 22:32:19"
502,502,Transferred,"2025-05-02 22:32:19"
503,503,Transferred,"2025-05-02 22:32:19"
504,504,"Moved Out","2025-05-02 22:32:19"
505,505,Transferred,"2025-05-02 22:32:19"
506,506,Active,"2025-05-02 22:32:19"
507,507,"Moved Out","2025-05-02 22:32:19"
508,508,Transferred,"2025-05-02 22:32:19"
509,509,Transferred,"2025-05-02 22:32:19"
510,510,Transferred,"2025-05-02 22:32:19"
511,511,"Moved Out","2025-05-02 22:32:19"
512,512,Active,"2025-05-02 22:32:19"
513,513,"Moved Out","2025-05-02 22:32:19"
514,514,Transferred,"2025-05-02 22:32:19"
515,515,"Moved Out","2025-05-02 22:32:19"
516,516,Transferred,"2025-05-02 22:32:19"
517,517,"Moved Out","2025-05-02 22:32:19"
518,518,"Moved Out","2025-05-02 22:32:19"
519,519,Transferred,"2025-05-02 22:32:19"
520,520,Active,"2025-05-02 22:32:19"
521,521,Transferred,"2025-05-02 22:32:19"
522,522,Deceased,"2025-05-02 22:32:19"
523,523,Transferred,"2025-05-02 22:32:19"
524,524,"Moved Out","2025-05-02 22:32:19"
525,525,Deceased,"2025-05-02 22:32:19"
526,526,"Moved Out","2025-05-02 22:32:19"
527,527,"Moved Out","2025-05-02 22:32:19"
528,528,Deceased,"2025-05-02 22:32:19"
529,529,Deceased,"2025-05-02 22:32:19"
530,530,Deceased,"2025-05-02 22:32:19"
531,531,Deceased,"2025-05-02 22:32:19"
532,532,Active,"2025-05-02 22:32:19"
533,533,"Moved Out","2025-05-02 22:32:19"
534,534,Transferred,"2025-05-02 22:32:19"
535,535,"Moved Out","2025-05-02 22:32:19"
536,536,"Moved Out","2025-05-02 22:32:19"
537,537,Active,"2025-05-02 22:32:19"
538,538,Transferred,"2025-05-02 22:32:19"
539,539,Transferred,"2025-05-02 22:32:19"
540,540,Active,"2025-05-02 22:32:19"
541,541,Active,"2025-05-02 22:32:19"
542,542,"Moved Out","2025-05-02 22:32:19"
543,543,Active,"2025-05-02 22:32:19"
544,544,"Moved Out","2025-05-02 22:32:19"
545,545,Transferred,"2025-05-02 22:32:19"
546,546,Transferred,"2025-05-02 22:32:19"
547,547,Transferred,"2025-05-02 22:32:19"
548,548,Active,"2025-05-02 22:32:19"
549,549,"Moved Out","2025-05-02 22:32:19"
550,550,Transferred,"2025-05-02 22:32:19"
551,551,Active,"2025-05-02 22:32:19"
552,552,"Moved Out","2025-05-02 22:32:19"
553,553,Deceased,"2025-05-02 22:32:19"
554,554,Transferred,"2025-05-02 22:32:19"
555,555,Deceased,"2025-05-02 22:32:19"
556,556,"Moved Out","2025-05-02 22:32:19"
557,557,Active,"2025-05-02 22:32:19"
558,558,Active,"2025-05-02 22:32:19"
559,559,Active,"2025-05-02 22:32:19"
560,560,Active,"2025-05-02 22:32:19"
561,561,Deceased,"2025-05-02 22:32:19"
562,562,"Moved Out","2025-05-02 22:32:19"
563,563,Transferred,"2025-05-02 22:32:19"
564,564,Deceased,"2025-05-02 22:32:19"
565,565,Active,"2025-05-02 22:32:19"
566,566,Deceased,"2025-05-02 22:32:19"
567,567,Deceased,"2025-05-02 22:32:19"
568,568,Transferred,"2025-05-02 22:32:19"
569,569,Transferred,"2025-05-02 22:32:19"
570,570,Active,"2025-05-02 22:32:19"
571,571,Transferred,"2025-05-02 22:32:19"
572,572,Transferred,"2025-05-02 22:32:19"
573,573,Transferred,"2025-05-02 22:32:19"
574,574,Deceased,"2025-05-02 22:32:20"
575,575,Deceased,"2025-05-02 22:32:20"
576,576,Deceased,"2025-05-02 22:32:20"
577,577,Transferred,"2025-05-02 22:32:20"
578,578,"Moved Out","2025-05-02 22:32:20"
579,579,Active,"2025-05-02 22:32:20"
580,580,"Moved Out","2025-05-02 22:32:20"
581,581,Active,"2025-05-02 22:32:20"
582,582,Deceased,"2025-05-02 22:32:20"
583,583,Active,"2025-05-02 22:32:20"
584,584,Active,"2025-05-02 22:32:20"
585,585,"Moved Out","2025-05-02 22:32:20"
586,586,Active,"2025-05-02 22:32:20"
587,587,Transferred,"2025-05-02 22:32:20"
588,588,Transferred,"2025-05-02 22:32:20"
589,589,Active,"2025-05-02 22:32:20"
